1536, -3, 2, 0, -4
1248, -3, -1, 2, 0
1920, -3, 2, 0, -3
192, -3, -1, 5, 3
1536, -3, 3, -4, 3
768, -3, 3, 0, -6
384, -3, 0, 1, -2
192, -3, 1, 1, -5
384, -3, 0, 4, 4
192, -3, 1, 0, -4
2880, -3, 2, -3, 1
192, -3, 2, 1, -8
768, -3, 2, -4, 2
192, -3, -2, 5, 2
384, -3, 1, 0, 6
192, -3, 0, 4, -3
2496, -3, 3, 0, 1
192, -3, 2, 4, -8
768, -3, 1, -1, 4
96, -3, -3, 8, 4
384, -3, 3, -6, 6
1152, -3, 2, -3, 2
96, -4, 10, -16, 8
192, -2, 0, 6, -1
384, -3, 5, -7, 8
6336, -3, 4, -3, -1
960, -3, 4, -6, 3
384, -3, 3, -3, -4
576, -3, 4, -7, 5
384, -3, 2, -3, -2
192, -3, 3, -7, 7
1728, -3, 2, -2, 3
12192, -3, 4, 0, -2
1344, -3, 1, -1, 1
96, -3, 3, 4, -12
2112, -3, 3, -1, -3
4032, -3, 1, 2, 1
576, -3, 0, 3, 3
960, -3, 3, -5, 3
384, -3, 2, -5, 4
32, -3, 3, -8, 12
192, -3, 2, 1, -6
1344, -3, 2, -3, 3
576, -3, 1, -2, 2
3264, -3, 1, 0, 1
4992, -3, 1, 1, -1
96, -4, 10, -16, 10
7680, -3, 4, -2, 1
8448, -3, 2, -1, -1
576, -3, 3, -5, 8
4800, -3, 2, 0, 2
5952, -3, 4, -1, -3
2304, -3, 1, 0, 2
7680, -3, 2, 0, -2
1728, -3, 1, -1, 2
480, -3, -1, 5, -2
384, -3, 2, 0, 3
768, -3, 1, 4, -6
384, -3, 4, -8, 5
192, -3, 3, -4, -4
768, -2, 0, 1, 5
192, -4, 7, -10, 4
2112, -3, 2, 3, -5
768, -4, 7, -9, 4
1728, -3, 2, 4, -5
384, -3, 1, 1, 3
384, -3, 0, 8, -6
384, -3, 2, 1, 2
192, -3, 1, 5, -7
1344, -3, 3, -3, -1
384, -3, -1, 6, -1
1152, -4, 6, -7, 2
384, -3, 1, 6, -7
576, -3, 0, 6, -5
4992, -3, 2, -2, 2
384, -3, -2, 7, 2
5376, -3, 3, -2, -1
192, -3, -1, 7, -1
384, -3, 2, 2, -8
4032, -3, 2, -2, 1
192, -3, -2, 7, 1
384, -3, 4, -6, 7
3456, -3, 3, -2, -2
1152, -3, -1, 7, -2
192, -1, 4, -7, -1
768, -3, 4, 0, -8
8448, -3, 4, -4, 1
3072, -3, 3, -4, 1
576, -3, -1, 5, 1
576, -3, 4, -9, 10
14208, -3, 1, 0, 0
192, -3, -2, 8, 0
17568, -3, 2, -1, 0
768, -3, 2, -2, -1
960, -3, 3, -6, 8
4416, -3, 2, 1, -3
768, -3, 2, -3, 6
1728, -3, 1, 0, 4
192, -3, -1, 5, -1
960, -3, 4, -8, 8
192, -4, 10, -15, 8
9600, -3, 4, -2, -1
12480, -3, 3, -1, -2
9456, -3, 0, 2, 0
30528, -3, 3, -2, 1
17280, -3, 1, 2, -1
5088, -3, 2, -2, 4
192, -3, 4, -7, 9
45808, -3, 3, -2, 0
96, -4, 10, -14, 7
7488, -3, 4, -1, -2
4416, -3, 4, 0, -4
96, -3, -2, 10, -4
1344, -3, 3, -3, 5
4224, -3, 3, 1, -4
10176, -3, 2, 2, -4
384, -3, 2, -2, 8
7872, -3, 2, 2, -1
2880, -3, 2, -1, 3
1152, -3, 2, 3, -6
1920, -3, 2, 4, -6
1920, -4, 7, -8, 3
384, -3, 3, 1, 3
576, -3, 2, 5, -6
23472, -3, 3, 0, -2
1536, -3, 0, 6, -3
8448, -3, 2, 0, 1
6336, -3, 1, 3, -1
97892, -3, 3, -1, 0
24, -4, 8, -16, 16
26592, -3, 2, 2, -2
768, -3, 3, -5, 0
1248, -3, -1, 4, 0
1152, -3, 2, 2, 1
960, -3, 1, 6, -8
2496, -3, 2, -3, 0
480, -3, -2, 6, 0
384, -3, 3, -2, -4
960, -3, 4, -6, 5
576, -3, -1, 7, -4
192, -3, 1, 4, 1
576, -3, 0, 8, -8
8736, -3, 2, -2, 0
384, -3, -2, 7, 0
5184, -3, 1, -1, 0
96, -3, -3, 8, 0
52920, -3, 2, 1, -1
4800, -3, 1, 1, 1
3296, -3, 0, 5, -3
8352, -3, 1, 4, -3
384, -4, 6, -7, 3
192, -4, 7, -12, 12
2304, -3, 1, 6, -6
384, -3, 4, -7, 7
3552, -3, 3, -3, -2
1152, -3, -1, 6, -2
384, -4, 5, -6, 4
1536, -3, 0, 7, -5
384, -3, 3, -2, -3
384, -2, 0, 3, 6
960, -3, 4, -6, 6
768, -3, -1, 7, -3
384, -3, 3, -4, 5
4704, -3, 3, 0, -4
192, -3, -2, 9, -4
10752, -3, 3, -2, 2
96, -3, -2, 11, -7
576, -3, 2, 3, -7
10176, -3, 2, -1, 2
87576, -3, 2, 0, 0
7728, -3, 0, 6, -4
384, -3, 3, 3, -8
10176, -3, 3, -1, 1
192, -3, -2, 12, -8
432, -4, 9, -14, 8
384, -3, 4, -5, 8
11520, -3, 3, -1, -1
192, -3, -2, 13, -10
1344, -4, 8, -11, 6
2304, -3, 3, 2, -3
32, -3, -3, 16, -12
24, 0, 2, 8, 5
96, 0, 3, 6, 2
48, -2, -5, -2, 0
96, -2, -4, 0, 1
48, -2, -4, 2, 3
32, -1, -6, -5, -1
8, 0, -6, -8, -3
1344, -3, 6, -6, 1
960, -2, 2, 3, 1
576, -1, -1, -4, -5
960, -2, -3, 1, 1
192, -2, -2, 0, -2
192, -2, -1, 1, -3
576, -2, 5, -3, 3
576, -1, 1, 6, 3
192, -1, -5, -4, -1
192, -2, -4, 1, 1
192, -1, -2, -5, -1
384, -1, 3, 2, 3
384, -1, -1, -4, -3
960, -3, 4, -5, 5
2304, -3, 3, -1, -4
1248, -3, -1, 8, -4
192, -2, 0, 4, 5
1536, -2, -2, 0, -1
192, -1, -1, 4, -7
8, 0, -6, 8, -3
960, -2, 4, 0, -2
192, 1, 3, 4, -1
576, -1, 4, 0, 2
192, -1, 4, 0, -2
768, -1, 3, 0, 3
448, 0, 3, 2, 3
384, 0, 4, 1, 3
1536, -1, 4, -1, -1
960, 0, 4, 0, 3
192, 1, 5, 3, 4
96, 2, 6, 6, 5
192, 1, 5, 3, 0
96, 2, 6, 6, 1
192, 1, 4, 2, 5
192, -1, -2, -7, -1
48, 2, 4, -2, -5
192, 0, 0, 4, 5
2304, -2, 4, 1, 0
576, 0, 3, 2, -1
192, 0, 0, 1, 5
1152, -2, -2, -1, 1
768, -2, 3, -4, 6
2880, -2, 3, 0, -3
1728, -1, 3, -1, -1
96, 0, 0, 0, 9
384, -1, -3, -5, -1
384, -1, -3, -5, 0
384, -1, -2, -4, 1
192, -1, -3, -5, 1
384, -1, -2, -5, 1
3456, -2, -2, 1, 1
768, -2, -2, 1, 3
768, -2, -2, 1, 6
384, 0, 2, 5, 1
192, 0, 3, 3, 4
192, 0, 1, 5, 6
960, 0, 3, 3, 1
192, 1, 2, 5, 4
384, 1, 2, 4, 3
192, 0, 3, 5, -2
384, 0, 2, 5, 0
192, 1, 4, 4, 4
192, 1, 4, 6, 0
384, 1, 3, 6, 2
1152, -1, -3, -3, -1
576, -1, -4, -4, -1
2112, -2, 4, -3, 3
384, -2, 4, 1, -6
384, -1, 0, 6, 3
384, 0, 0, 4, 6
576, -1, -1, -1, -5
3648, -1, 3, 0, -1
384, 0, 3, 3, -2
768, 1, 3, 2, -2
768, -1, -3, -4, -1
1152, 0, 1, 2, 6
384, -1, -4, -2, 1
384, -1, -4, -2, -1
192, 2, 4, 8, 4
192, 1, 2, 5, 7
64, 2, 3, 6, 9
288, 2, 3, 6, 5
192, 2, 4, 6, 6
64, 3, 6, 9, 9
384, 2, 4, 6, 0
192, 2, 3, 6, 1
192, 3, 6, 9, 3
48, 4, 8, 4, 1
384, 0, -1, 5, 6
768, -2, 4, -3, 6
384, -2, 4, 1, -3
192, -1, 0, 6, 6
1152, 0, 3, 2, 1
96, 0, -1, 6, 10
384, 1, 1, 4, 5
192, 0, 0, 5, 7
1728, -1, -3, -1, -1
192, -2, -3, 0, -1
576, -2, -4, -1, 0
1344, -2, -3, 2, 1
1920, -2, 4, -1, 2
384, 1, -1, -6, -7
384, -3, 8, -10, 4
384, -2, 3, -1, 4
384, 1, -2, -6, -5
384, -1, -5, 2, 7
1344, -1, -4, -3, -1
384, -3, 0, 2, -2
192, 0, -5, -7, -2
384, -1, -5, -2, 1
4896, -3, 0, 3, -1
192, 0, -5, -6, -1
384, -3, 0, 5, 1
576, 0, -5, -4, 1
768, -2, -3, 3, -1
960, -1, -3, -2, -2
2112, -2, 3, 1, 1
384, -2, 2, 5, -8
192, 0, 0, 6, 1
192, 0, -6, -4, 2
576, -3, 4, -7, 3
96, -3, 5, -12, 12
960, -2, 0, 2, 3
960, -2, -3, 0, 1
5376, -3, 0, 3, 1
192, 0, -5, -6, 1
192, -2, 0, -5, -1
192, -2, -4, 4, -1
20892, -4, 7, -6, 2
384, -3, 3, 3, 2
192, 0, -2, -6, 2
2880, -2, -2, 0, 1
17824, -4, 6, -5, 2
384, 0, -3, -5, 2
768, -1, -4, -3, 1
1536, -1, -3, -2, 1
1152, -1, -1, -2, -6
384, -2, 1, -6, 2
1920, -2, -3, 3, 2
192, -2, 2, -7, 3
3648, -2, -2, 2, 3
1344, -2, -4, 3, 0
384, -2, 1, -4, -4
384, -2, -2, 1, 5
192, -2, -3, 5, -4
1344, -2, 1, -5, 3
3552, -2, -3, 4, 3
96, 0, -5, 2, 10
96, 0, -6, 2, 7
96, -1, -6, 6, 4
576, -1, 1, 6, -3
192, 0, 0, 7, 3
96, 1, 0, 7, 7
384, 0, 2, 5, -1
192, 0, 0, 5, 5
576, 1, 1, 5, 6
96, 2, 2, 6, 9
192, -1, -5, -3, -1
64, 3, 0, -9, -9
3360, -2, 4, -2, -1
960, -1, 0, 7, -1
192, 1, 2, 4, -4
768, -1, -5, 2, 5
768, -2, -3, -1, 0
192, -1, -6, 3, 9
1728, -4, 3, 3, -2
192, 0, -6, -1, 7
192, 0, -6, -5, -1
96, 1, -6, -9, -3
96, 0, -6, -4, 1
192, 2, -2, 0, -2
64, 3, 0, -1, -3
192, 0, -6, -1, 3
192, 1, -6, -5, 5
192, -2, -2, -2, 1
192, -1, -6, 7, 1
384, -4, 2, 7, -6
192, 0, -6, 3, 3
48, 4, 6, 4, 5
48, 4, 4, -4, -5
48, 4, 4, 4, 3
192, 0, -6, 0, 5
24, 4, 2, -4, -3
2688, -2, 4, 0, -1
192, -2, 4, -4, 8
192, -2, 1, -8, 4
192, -2, 0, -4, -1
96, -2, 1, -8, 8
192, -1, 5, -2, 8
384, 1, 4, 2, 3
192, 1, 5, 2, 5
96, 0, 4, 4, -1
192, 0, 5, 0, 8
64, 1, 6, 3, 9
384, -1, 0, -6, -4
192, -1, -1, -8, -4
53112, -3, 4, -3, 1
768, -3, -1, 10, -8
96, 0, -1, -8, -8
480, 0, 4, 2, 0
576, -1, -1, 7, -1
4032, -1, 3, -2, -1
192, -1, 4, 2, -1
384, -1, 4, -2, 8
384, 1, 4, 4, 1
192, 1, 5, 2, 1
384, 0, 4, -1, 3
192, 1, 5, 2, 4
384, 0, 4, -1, 6
192, 1, 5, 2, 7
576, 1, 4, 0, -1
448, 0, 3, -2, 3
384, 0, 3, -2, 6
192, 1, 4, 0, 5
64, 1, 3, -2, 4
960, -1, 4, -3, -1
768, -1, 5, -2, 0
384, -1, 4, -5, -2
384, 1, 5, 4, 1
672, 0, 5, 0, 0
768, 0, 4, -1, 2
1728, -1, 4, -4, 0
768, 1, 4, 2, 1
792, 0, 4, 0, 4
192, 1, 5, 2, 3
480, 0, 4, -2, 0
384, 1, 5, 0, -1
192, 1, 4, -2, -1
384, 1, 4, -1, 1
768, -1, 3, 2, -1
384, -1, 3, -2, 8
96, -1, -1, -8, 0
192, 1, 4, 1, 5
384, 0, 2, -3, 6
384, 1, 3, -2, 3
192, 2, 5, 7, 2
288, 0, 4, 0, 8
192, 0, -1, 7, 4
576, 0, 3, -2, 4
576, 1, 4, 0, 2
96, 2, 6, 4, 4
192, 2, 6, 4, 2
192, 1, 5, 2, 8
96, 2, 7, 6, 10
384, 1, 4, 0, 4
192, 2, 6, 4, 6
64, 2, 6, 4, 8
384, 3, 7, 8, 3
384, 2, 6, 5, 1
384, 3, 7, 8, 5
384, 2, 5, 2, -1
384, 2, 6, 5, 5
192, 3, 8, 9, 7
384, 2, 5, 2, 1
384, 2, 4, -1, -3
192, 3, 8, 8, 6
192, 2, 3, -2, -7
384, 3, 7, 6, 1
192, 3, 6, 3, -3
384, 3, 7, 6, 3
384, 1, 3, 0, 6
192, 2, 5, 3, 6
384, 1, 2, -3, 3
192, 2, 4, 0, 3
576, 2, 3, -2, -3
192, 3, 6, 3, 3
192, 3, 5, 1, -3
96, 3, 4, -3, -5
696, 0, 4, 0, 0
192, 2, 6, 6, 2
192, 1, 4, 0, -2
768, 1, 5, 2, 0
288, 2, 7, 6, 2
192, 2, 6, 2, -2
192, 3, 8, 8, 2
288, 2, 6, 4, 0
192, 3, 9, 10, 4
576, -2, 4, 0, -3
768, -1, 3, -1, -3
1152, 0, 3, 0, -2
192, 0, 2, 6, 3
192, -1, 3, -3, 8
3264, -1, 3, 1, -1
1200, 0, 2, 4, 2
192, -2, 5, -5, 7
4608, -2, 4, -1, -2
1152, 0, 1, 1, 4
11424, -2, 0, 2, 1
3648, -1, 3, -1, 1
2784, 0, 3, 0, 1
576, 0, 4, 0, 1
384, 1, 4, 1, 4
384, 1, 4, 1, 6
192, 0, 2, 0, 10
384, -1, -1, -5, 1
384, 1, 3, -2, -4
384, -1, -1, -6, 2
1152, -1, 2, 4, -3
384, -1, 3, 0, 6
1152, -4, 8, -6, 1
576, 0, -1, -6, 1
576, 1, 3, 1, 5
384, -4, 8, -10, 8
384, -4, 7, -6, -1
960, -3, 3, 3, -1
384, 0, -2, -6, -1
384, -2, 0, -4, -2
384, -1, -1, -5, -4
3648, -2, -1, -1, 1
1920, -2, 0, 1, 3
384, -1, -2, -7, -2
192, -2, -4, 4, 2
1152, -2, 0, -5, 2
384, -1, -2, -5, 0
384, -1, -2, -7, 0
384, -3, 3, -3, 6
5376, -3, 3, 1, -3
480, 0, -2, -8, -3
3264, -3, 5, -7, 2
576, -2, 0, 6, -7
4224, -2, 1, 2, 2
384, 0, 0, 2, 5
4608, -2, 3, 1, -1
768, 0, 0, 0, 6
2112, -1, 3, 0, 2
1152, -3, 7, -8, 2
1152, -2, 3, 1, 2
192, -1, 1, 5, -5
384, -1, 2, 1, 4
192, -3, 5, -3, -5
3264, -3, 6, -7, 4
768, -2, 1, 6, -5
384, -2, 2, 2, 4
192, -2, 3, 2, -7
17976, -2, 3, -2, 2
16704, -2, 2, -1, -1
12000, -2, 3, 0, -2
576, 0, 3, -2, -1
192, 0, -2, 6, 3
1152, 0, 2, -3, 3
384, 1, 2, -1, 4
1536, 1, 3, -1, -2
384, 2, 4, 0, -4
768, 2, 3, -1, -3
384, 2, 4, -2, -4
192, -2, 3, 1, -7
9024, -2, 3, -3, 2
96, 4, 11, 14, 6
3264, -1, 2, -2, 3
576, -2, -2, 8, -3
3648, -2, 2, -1, -3
192, -2, -4, 6, 1
768, -2, 0, -3, 1
384, 2, 3, -2, -6
576, 2, 3, -3, -6
192, 2, 3, -3, -4
32, 1, 0, -7, 5
1152, 0, -1, -3, -4
1536, -2, -1, -1, 2
384, -2, 0, 2, -6
3360, -2, 0, -2, 3
384, -2, 0, -6, 4
384, -1, -1, -7, 2
768, -1, -2, 2, -6
1152, -1, -2, -2, 3
768, -1, -1, -6, 4
1920, 1, -2, -7, -2
3264, -2, 3, 2, -2
768, -2, 3, -3, 6
768, -2, 3, 1, -3
768, -2, 2, -4, 6
7680, -2, 2, 0, -3
1920, -2, 2, -3, 6
384, 1, -3, -8, -3
384, -2, 1, 6, -12
5376, -2, 2, 1, -3
5952, -1, -1, 4, 2
4320, -1, 3, -5, 2
3648, 0, -2, 3, 3
1536, 0, 1, -2, -6
192, 0, 2, -6, 3
384, 2, 5, 0, -4
384, -1, 0, -2, -3
3072, -1, -4, 7, -3
384, -1, 1, -6, 6
768, 2, 4, -1, -4
1920, -1, -4, 2, 6
384, -1, 0, -7, 6
41952, -2, 0, 0, 1
384, -2, 0, -5, 10
4416, -2, -1, 1, 3
192, -2, -1, -4, 12
2208, -4, 8, -10, 4
1344, -3, 3, -1, 4
384, -3, 3, 3, -5
192, 0, -2, -6, -5
96, -4, 10, -10, 3
8544, 1, -4, -1, 3
768, 1, 0, -6, -6
64, 4, 9, 12, 9
384, -1, -5, 9, -3
7296, -1, 0, 0, -3
1152, -1, 0, -4, 6
2496, -2, -1, -1, -1
384, -1, -4, 4, 8
384, -1, 0, -5, 8
576, 0, 0, -6, 5
960, -1, -5, 8, -4
192, 2, -5, -10, -4
384, -1, -4, 4, 5
384, 4, 9, 11, 8
1824, -1, 0, -5, 5
147096, -1, -1, 0, 0
384, -1, -1, -5, 9
23232, -1, -2, 0, 1
384, -1, -2, -5, 10
384, -2, 4, -4, 5
192, -1, 0, 5, 5
384, -2, 4, 0, -4
384, -1, 0, 4, 5
1344, -2, -1, 8, -4
2496, -2, 3, -1, -4
192, -2, 4, -5, 8
384, -1, 0, 4, 8
17952, -2, 3, -1, -1
5568, -2, 3, 1, -2
384, 0, -4, 4, 3
1536, 0, 0, -5, 3
22272, -1, -2, 2, -2
384, -1, 2, -7, -2
576, -1, -2, -2, 7
192, -1, -1, 0, -8
1920, -1, -1, -4, 1
2496, -4, 6, -5, 3
384, 0, -3, -5, 3
7392, -4, 8, -7, 2
192, -3, 4, 2, 2
192, 0, -2, -3, -7
384, 0, -1, -7, 2
384, -1, 3, -1, -6
384, 3, 8, 10, 4
192, 0, 2, -4, 5
384, 0, -2, 5, 5
1152, 0, 2, 0, -4
384, 2, 5, 3, -2
1344, 0, -1, -4, -3
1920, 2, 5, 5, 2
1920, -1, 1, -3, 6
288, 2, -4, -8, -3
2880, -1, 1, 1, -3
384, 3, 8, 8, 4
384, -4, 9, -9, 6
384, 1, -4, 0, 6
384, 0, -1, 0, -12
1152, 0, -1, -5, -3
960, -2, -1, 7, -2
8448, -2, 3, -2, -2
672, 2, 5, 2, -2
384, -4, 9, -10, 7
576, -3, 4, 3, -2
1152, 0, -1, -6, -2
384, 2, 4, -1, -6
6144, -3, 2, 2, -3
384, 0, -3, -7, -3
384, 2, 4, 4, 5
12960, 0, -3, 4, 0
1920, 0, 1, -5, 0
192, 0, -1, 8, 0
3456, 0, 3, -1, 0
1152, 2, 5, 3, 0
25728, 0, -4, 3, 0
768, 0, 0, -6, 0
768, -1, -1, -6, 0
384, -4, 9, -11, 7
192, -4, 8, -7, -2
1344, -3, 4, 2, -2
384, 1, -5, -2, 7
768, 0, -1, -7, -2
62880, 0, -2, 2, 0
384, 0, 2, -7, 0
4416, -3, 3, 2, -4
384, 0, -2, -7, -4
16584, 0, -2, 4, 0
384, 0, 2, -5, 0
384, 0, 0, -3, -8
17088, 0, -3, 2, 1
384, 0, 1, -7, 1
192, 4, 10, 12, 6
768, -1, -3, 5, 3
1152, -1, 1, 0, -6
2688, -1, 1, -4, 3
192, 2, 5, 1, -1
10944, 0, -4, 2, 2
576, 0, 0, -7, 2
384, 2, 4, -3, -4
2112, 0, 0, -3, 4
768, 0, 0, 1, -5
384, 3, 8, 8, 8
576, 0, 2, -1, 5
384, 0, 2, 3, -4
960, 0, -3, -3, 8
12096, 0, -3, 1, -1
384, 0, 0, -3, -10
576, 0, 4, 0, 5
192, 0, 3, 4, -4
192, 1, 2, -4, 3
384, 1, 2, 0, -6
384, 2, 4, 3, -3
576, 1, 3, 3, -3
192, 3, 7, 11, 5
384, 1, 4, 5, -2
768, -1, 1, -2, 6
4416, -1, 1, 2, -3
192, 2, 6, 8, 1
384, 1, 3, 1, -6
16896, 1, -1, 1, -1
192, 1, 2, -3, -10
9600, -1, 0, 2, -3
192, 4, 9, 14, 9
384, 3, 7, 11, 6
6144, -1, 1, 4, -2
96, 4, 10, 16, 10
4800, -1, 1, -2, 4
96, 4, 10, 14, 7
6720, -1, 1, 3, -4
192, 4, 10, 15, 8
384, 3, 8, 11, 4
960, 3, 6, 7, 1
1344, -1, 0, 0, -5
11616, -1, 0, -4, 4
1152, -1, -4, 5, 4
384, 4, 9, 12, 7
960, -1, 1, -3, 5
384, 2, -4, -8, -4
384, -1, -4, 10, -4
3264, -1, 1, 1, -4
384, 4, 10, 13, 8
288, -2, 3, -6, 5
10272, -2, -2, 7, -4
2592, -2, 2, -2, -4
768, 2, 4, 2, -4
768, 2, 3, -1, -6
384, 2, 5, 5, -1
768, 3, 7, 7, 0
384, -2, 3, -6, 8
14400, -2, 2, -2, -1
3360, 2, 4, 2, -1
1152, 2, 4, 3, -1
768, 2, 3, -1, -5
2784, -1, -5, 4, 4
384, 4, 8, 11, 7
768, 1, -2, 4, 4
1152, 1, 1, -1, -5
2112, 0, -1, -3, -6
96, -4, 10, -8, 2
6912, 1, -3, 1, 2
960, 1, 0, -4, -7
576, 3, 7, 9, 3
192, 3, 8, 9, 4
3648, -1, 1, -3, 3
2304, -1, 1, 1, -6
768, 4, 10, 13, 6
192, 3, 8, 9, 6
384, -1, 1, -4, 6
192, 2, -4, -9, -3
384, -1, -3, 5, 6
13344, -1, 1, 0, -3
216, 4, 10, 12, 9
1920, -1, -4, 8, -4
1152, -1, 0, -1, -4
1344, 2, -4, -10, -4
192, 4, 10, 11, 8
384, 2, 4, 2, 6
960, 2, -4, -9, -2
17856, -1, 1, 0, -2
192, 4, 10, 12, 10
384, 2, 4, 1, -4
4992, 1, -3, 1, 4
192, 1, 1, -8, 4
1344, 1, 0, -4, -5
768, 3, 7, 6, 0
384, -1, 1, -3, 7
192, 2, -4, -8, -2
62304, -1, 1, 1, -2
192, 4, 10, 13, 10
2304, -1, 0, -6, 4
4992, -1, -4, 3, 4
384, 4, 9, 10, 7
12960, 0, 2, 2, -1
2112, -2, 4, -1, 1
384, 1, -1, -6, -8
192, 3, 5, 3, -5
1536, 3, 7, 9, 4
768, 2, 5, 5, 3
384, 3, 7, 10, 6
6528, -1, 1, 2, -4
384, 4, 10, 14, 8
384, 3, 5, 6, 5
960, 3, 6, 7, 5
384, -1, 0, -5, 4
3456, -1, -4, 4, 4
384, 4, 9, 11, 7
192, -1, -5, 1, 3
192, 4, 8, 8, 6
384, -4, 9, -9, 5
960, 0, -1, -5, -4
1152, 2, 5, 4, 3
768, 3, 7, 8, 6
576, 3, 6, 8, 5
10944, -1, -4, 3, 2
864, 4, 9, 10, 5
384, -1, 0, -8, 0
7296, -1, -4, 1, 0
384, 4, 9, 8, 3
960, -1, 1, -5, 3
2112, -1, -3, 4, 3
1536, -1, 0, -1, -6
384, 4, 10, 11, 6
96, 2, -5, -12, -6
5184, -1, -4, 2, 3
384, 4, 9, 9, 6
1920, -1, 0, -5, 3
2688, -1, -4, 4, 3
1152, 4, 9, 11, 6
768, 0, -1, 5, 0
2160, 0, 3, -4, 0
864, -4, 9, -10, 5
960, 0, -1, -6, -4
384, -4, 10, -10, 4
3648, 1, -4, -1, 4
576, 1, 0, -6, -5
1152, -1, -4, 2, -1
384, 4, 9, 10, 2
1152, -1, -5, 2, 2
1152, 4, 8, 9, 5
4608, -1, 0, -5, 2
6912, -1, -4, 4, 2
576, 4, 9, 11, 5
192, 4, 8, 6, 3
16992, -1, -4, 2, 2
384, 4, 9, 9, 5
384, -1, 0, -6, 3
10944, -1, -4, 3, 3
1728, 4, 9, 10, 6
